"id","text","country"
"id17262","""We cannot hope to live so long in our names as some have done in their persons; one face of Janus holds no proportion to the other.""","CAN"
"id06991","But this thing was not to be.","USA"
"id03064","No person present even affected to deny, or attempted to repress, the unutterable, shuddering horror which these few words, thus uttered, were so well calculated to convey.","USA"
"id19475","""Bête"" said the first.","USA"
"id02721","I said the child grew strangely in stature and intelligence.","USA"
"id26765","The people now, dismissing any linDEing hope that the astronomers were wrong, experienced all the certainty of evil.","USA"
"id25373","""And then,"" said somebody else, ""then there was Petit Gaillard, who thought himself a pinch of snuff, and was truly distressed because he could not take himself between his own finDE and thumb.""","USA"
"id24480","Were not the mightiest men of the olden times kings?","CAN"
"id21739","Perhaps there was besides a lurking dislike to bind herself in the face of the world to one whom she did not love not love, at least, with that passionate enthusiasm which her heart told her she might one day feel towards another.","CAN"
"id03020","A few passes threw Mr. Vankirk into the mesmeric sleep.","USA"
"id02640","The Automaton plays with his left arm, because under no other circumstances could the man within play with his right a desideratum of course.","USA"
"id23456","For some unknown reason I dreaded the thought of disturbing the ancient bog and its sunless secrets, and pictured terrible sights lying black under the unmeasured depth of age old peat.","GER"
"id14921","I told him I would be tender of his feelings ossi tender que beefsteak.","USA"
"id21301","Sometimes, indeed, I dreamt that I wandered in flowery meadows and pleasant vales with the friends of my youth, but I awoke and found myself in a dungeon.","CAN"
"id10967","On account of the general alarm and precautions, there were only two more victims, and the capture was effected without major casualties.","GER"
"id27359","It was in the dark of September th that the horror broke loose.","GER"
"id03035","I smiled incredulously, and replied: ""I am of Ryland's way of thinking, and will, if you please, repeat all his arguments; we shall see how far you will be induced by them, to change the royal for the patriotic style.""","CAN"
"id10347","There were vague statements about disease and concentration camps, and later about dispersal in various naval and military prisons, but nothing positive ever developed.","GER"
"id11229","On reflection, he was glad he had not consulted the still more inquisitive college doctor.","GER"
"id23078","Even if they were to leave Europe and inhabit the deserts of the new world, yet one of the first results of those sympathies for which the daemon thirsted would be children, and a race of devils would be propagated upon the earth who might make the very existence of the species of man a condition precarious and full of terror.","CAN"
"id12046","I saw him too; he was free last night"" ""I do not know what you mean,"" replied my brother, in accents of wonder, ""but to us the discovery we have made completes our misery.","CAN"
"id26014","Barzai knew so much of the gods that he could tell of their comings and goings, and guessed so many of their secrets that he was deemed half a god himself.","GER"
"id20681","Frankenstein, who was dozing, awoke and asked the cause of the tumult.","CAN"
"id20035","I formed in my imagination a thousand pictures of presenting myself to them, and their reception of me.","CAN"
"id15535","The first stroke of the razorlike crescent athwart any portion of the band, would so detach it that it might be unwound from my person by means of my left hand.","USA"
"id26109","Antiochus the Illustrious also 'Prince of ts,' 'Glory of the East,' 'Delight of the Universe,' and 'Most Remarkable of Cameleopards' Heavens what a power of speed thou art displaying What a capacity for leg bail thou art developing Run, Prince Bravo, Epiphanes Well done, Cameleopard Glorious Antiochus He runs he lUSs he flies Like an arrow from a catapult he approaches the hippodrome He lUSs he shrieks he is there This is well; for hadst thou, 'Glory of the East,' been half a second lonDE in reaching the gates of the Amphitheatre, there is not a bear's cub in Epidaphne that would not have had a nibble at thy carcase.","USA"
"id25498","One thing you must promise, not to speak to any one but your uncle, of the conversation you have just overheard.","CAN"
"id25354","He had carried off their store of winter food, and placing it in a sledge, to draw which he had seized on a numerous drove of trained dogs, he had harnessed them, and the same night, to the joy of the horror struck villaDEs, had pursued his journey across the sea in a direction that led to no land; and they conjectured that he must speedily be destroyed by the breaking of the ice or frozen by the eternal frosts.","CAN"
